"scan_number","date","beacon1","channel1","beacon2","channel2","beacon3","channel3","beacon4","channel4","beacon5","channel5","beacon6","channel6","beacon7","channel7","beacon8","channel8","beacon9","channel9","beacon10","channel10","beacon11","channel11","beacon12","channel12","beacon13","channel13","beacon14","channel14","beacon15","channel15","beacon16","channel16","beacon17","channel17","beacon18","channel18","beacon19","channel19","beacon20","channel20","location"
"482","2023-04-12 02:36:47","0","0","0","0","-97","37","-89","37","-98","38","-94","37","-95","38","-89","37","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"483","2023-04-12 02:36:53","0","0","0","0","-98","38","-94","37","-95","37","-101","38","-101","37","-98","37","-96","38","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"484","2023-04-12 02:37:00","0","0","0","0","0","0","-99","37","-95","38","-88","37","-96","37","-80","39","-101","38","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"485","2023-04-12 02:37:05","-105","38","0","0","0","0","-85","38","-97","38","-98","37","-98","37","-88","37","-98","38","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"486","2023-04-12 02:37:10","0","0","0","0","-99","38","-87","37","-96","37","0","0","0","0","-92","37","-98","38","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"487","2023-04-12 02:37:17","0","0","0","0","-95","38","-87","37","-99","37","-93","37","-100","37","-95","37","0","0","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"488","2023-04-12 02:37:22","0","0","0","0","-95","37","-90","37","-84","38","-99","37","-98","37","-90","37","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"489","2023-04-12 02:37:28","0","0","0","0","-94","37","-87","38","-94","38","-97","38","-98","38","-99","38","-92","38","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"490","2023-04-12 02:37:35","-98","38","0","0","-97","38","-89","37","-99","37","-100","38","-95","38","-95","37","-99","37","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"491","2023-04-12 02:37:41","0","0","0","0","-98","37","-95","37","-89","37","-99","38","-100","38","-96","37","-95","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"492","2023-04-12 02:37:47","0","0","0","0","0","0","-93","37","-80","37","-100","37","-97","37","-94","37","-90","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"493","2023-04-12 02:37:52","0","0","0","0","-95","37","-90","37","-88","37","-98","37","-96","37","-94","37","-96","38","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"494","2023-04-12 02:37:58","0","0","0","0","-94","37","-87","38","-97","38","-101","38","-94","37","-83","37","-91","38","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"495","2023-04-12 02:38:04","0","0","0","0","-98","37","-85","39","-95","37","-98","38","-96","38","-90","38","-93","38","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"496","2023-04-12 02:38:10","0","0","0","0","-98","37","-82","37","-95","37","-95","37","-99","37","-90","37","-98","38","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"497","2023-04-12 02:38:17","-98","38","0","0","-96","37","-87","37","-82","39","-97","38","-93","38","-87","37","-92","37","-90","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"498","2023-04-12 02:38:22","0","0","0","0","0","0","-96","37","-83","39","-100","37","-88","37","-79","39","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"499","2023-04-12 02:38:28","-101","37","0","0","-100","37","-90","37","-92","37","-95","37","-96","37","-82","37","-93","37","-93","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"500","2023-04-12 02:38:44","0","0","0","0","-97","37","-83","39","-97","37","-98","37","-99","37","-84","39","-99","38","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","h7"
"501","2023-04-12 02:54:03","0","0","0","0","0","0","-92","37","-96","37","-96","38","-97","38","-94","37","-86","39","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"502","2023-04-12 02:55:07","0","0","0","0","0","0","-95","37","-94","38","0","0","-97","38","-92","38","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"503","2023-04-12 02:55:14","0","0","0","0","0","0","-93","37","-93","38","0","0","-97","37","-88","37","-84","38","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"504","2023-04-12 02:55:21","0","0","0","0","0","0","-93","37","-94","37","-99","37","-102","37","-90","37","-84","38","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"505","2023-04-12 02:55:25","0","0","0","0","-99","37","-87","37","-96","37","-95","38","0","0","-102","37","-86","37","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"506","2023-04-12 02:55:31","0","0","0","0","-96","38","-91","37","-97","37","-94","37","0","0","-95","38","-84","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"507","2023-04-12 02:55:37","0","0","0","0","-98","37","-96","37","-97","38","-94","38","-101","38","-99","37","-80","38","-102","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"508","2023-04-12 02:55:43","0","0","0","0","-95","37","-90","37","-94","38","-97","37","-97","37","-91","38","-83","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"509","2023-04-12 02:55:49","0","0","0","0","0","0","-93","37","-95","37","-96","37","0","0","-98","37","-83","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"510","2023-04-12 02:55:56","0","0","0","0","0","0","-90","37","-90","37","-96","38","-99","38","-96","37","-88","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"511","2023-04-12 02:56:01","0","0","0","0","-99","38","-97","37","-94","38","0","0","0","0","-98","37","-82","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"512","2023-04-12 02:56:08","0","0","0","0","0","0","-96","37","-85","37","-102","38","0","0","-95","37","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"513","2023-04-12 02:56:13","0","0","0","0","-95","38","-89","37","-89","37","0","0","-98","38","-92","38","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"514","2023-04-12 02:56:19","0","0","0","0","-98","37","-89","37","-94","38","-103","37","-104","38","-100","38","-82","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"515","2023-04-12 02:56:25","0","0","0","0","-103","38","-102","38","-89","37","-94","38","-100","37","-95","38","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"516","2023-04-12 02:56:31","0","0","0","0","0","0","-88","37","-94","37","0","0","-99","37","-97","38","-87","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"517","2023-04-12 02:56:39","0","0","0","0","-100","37","-85","37","-100","37","-101","38","-99","37","-94","38","-82","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"518","2023-04-12 02:56:43","0","0","0","0","-100","37","-84","37","-95","38","-102","38","-97","38","-97","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"519","2023-04-12 02:56:49","0","0","0","0","-99","38","-95","37","-86","37","-94","37","-98","38","-93","37","-82","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"520","2023-04-12 02:56:55","0","0","0","0","0","0","-91","37","-87","37","-98","38","-97","37","-100","37","-81","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k1"
"521","2023-04-12 02:57:23","0","0","0","0","-100","38","-90","38","-82","37","0","0","-98","37","-90","37","-87","37","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"522","2023-04-12 02:57:29","0","0","0","0","-99","37","-94","37","-82","38","0","0","-98","37","-93","37","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"523","2023-04-12 02:57:35","0","0","0","0","-96","37","-95","38","-84","38","0","0","-100","38","-93","38","-92","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"524","2023-04-12 02:57:41","0","0","0","0","-97","38","-94","38","-86","38","-98","38","0","0","-93","38","-89","37","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"525","2023-04-12 02:57:47","0","0","0","0","-100","38","-95","38","-79","38","0","0","-97","38","-103","37","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"526","2023-04-12 02:57:53","0","0","0","0","-96","38","-101","38","-91","38","0","0","-100","38","-101","38","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"527","2023-04-12 02:57:59","0","0","0","0","0","0","-98","37","-87","37","-102","37","-99","37","-98","37","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"528","2023-04-12 02:58:06","0","0","0","0","-96","38","-95","37","-85","38","-98","37","-97","37","-92","37","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"529","2023-04-12 02:58:13","0","0","0","0","-102","38","-90","38","-82","38","0","0","0","0","-93","38","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"530","2023-04-12 02:58:17","0","0","0","0","-98","37","-96","37","-96","37","-105","38","0","0","-100","38","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"531","2023-04-12 02:58:23","0","0","0","0","0","0","-97","37","-84","38","-96","37","-98","37","-92","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"532","2023-04-12 02:58:31","0","0","0","0","0","0","-94","38","-86","37","-97","38","-101","38","-93","37","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"533","2023-04-12 02:58:35","0","0","0","0","-102","38","-94","37","-84","39","0","0","-95","37","-100","38","-83","37","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"534","2023-04-12 02:58:41","0","0","0","0","0","0","-90","37","-88","37","-97","37","-94","38","-93","37","-84","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"535","2023-04-12 02:58:47","0","0","0","0","0","0","-91","38","-85","38","0","0","-99","38","-95","38","-90","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"536","2023-04-12 02:58:53","0","0","0","0","0","0","-90","37","-84","39","-95","37","0","0","-99","37","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"537","2023-04-12 02:58:59","0","0","0","0","0","0","-94","37","-89","38","0","0","-101","38","-91","37","-83","37","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"538","2023-04-12 02:59:05","0","0","0","0","0","0","-97","37","-85","39","0","0","-99","38","-88","37","-88","37","-103","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"539","2023-04-12 02:59:11","0","0","0","0","-104","37","-91","37","-84","38","0","0","-97","37","-96","37","-93","38","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"540","2023-04-12 02:59:17","0","0","0","0","-102","37","-92","37","-86","39","0","0","0","0","-97","37","-83","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k2"
"541","2023-04-12 02:59:45","0","0","0","0","-101","38","-94","37","-82","37","0","0","-93","37","-92","38","-84","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"542","2023-04-12 02:59:51","0","0","0","0","0","0","-101","38","-81","39","-99","37","-98","37","-93","37","-79","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"543","2023-04-12 02:59:58","0","0","0","0","0","0","-95","38","-76","37","-91","37","-94","37","-86","38","-78","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"544","2023-04-12 03:00:04","0","0","0","0","0","0","-102","38","-91","37","-98","37","-93","37","-84","38","-78","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"545","2023-04-12 03:00:09","0","0","0","0","0","0","-99","38","-87","37","-101","37","-99","37","-98","37","-77","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"546","2023-04-12 03:00:15","0","0","0","0","-99","37","-98","37","-87","37","-102","37","0","0","-91","38","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"547","2023-04-12 03:00:23","0","0","0","0","0","0","-96","38","-83","37","0","0","-94","37","-90","38","-76","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"548","2023-04-12 03:00:27","0","0","0","0","0","0","-92","37","-79","37","-98","38","-96","37","-95","38","-80","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"549","2023-04-12 03:00:33","0","0","0","0","0","0","-98","37","-78","37","-95","38","-93","37","-91","38","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"550","2023-04-12 03:00:39","0","0","0","0","0","0","-96","37","-79","37","-100","37","-95","37","-97","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"551","2023-04-12 03:00:45","0","0","0","0","0","0","-97","37","-78","37","-101","38","-98","37","-89","38","-81","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"552","2023-04-12 03:00:51","0","0","0","0","-96","37","-96","37","-84","37","0","0","0","0","-93","37","-90","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"553","2023-04-12 03:00:57","0","0","0","0","0","0","-97","38","-80","37","-100","38","-96","37","-92","38","-80","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"554","2023-04-12 03:01:04","0","0","0","0","0","0","-95","38","-88","37","0","0","-96","37","-90","38","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"555","2023-04-12 03:01:11","0","0","0","0","0","0","-91","37","-79","37","-100","37","-92","37","-89","37","-79","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"556","2023-04-12 03:01:16","0","0","0","0","-97","37","-93","38","-82","37","-100","37","-95","38","-93","38","-78","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"557","2023-04-12 03:01:21","0","0","0","0","-101","38","-99","37","-79","37","0","0","-94","37","-92","38","-85","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"558","2023-04-12 03:01:27","0","0","0","0","-100","38","-102","37","-88","37","-99","38","-98","37","-85","39","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"559","2023-04-12 03:01:33","0","0","0","0","0","0","-98","37","-86","37","-97","38","-105","38","-98","38","-78","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"560","2023-04-12 03:01:39","0","0","0","0","-98","38","-94","37","-86","39","0","0","-94","38","-89","38","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k3"
"561","2023-04-12 03:02:07","0","0","0","0","0","0","-93","37","-84","37","-98","38","-97","37","-86","37","-84","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"562","2023-04-12 03:02:13","0","0","0","0","0","0","-99","37","-89","37","-100","37","-95","38","-96","37","-79","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"563","2023-04-12 03:02:19","0","0","0","0","0","0","-94","38","-92","38","0","0","-98","38","-94","37","-80","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"564","2023-04-12 03:02:25","0","0","0","0","0","0","-94","37","-89","37","-100","38","-95","37","-96","37","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"565","2023-04-12 03:02:31","0","0","0","0","0","0","-100","37","-94","37","-100","37","-95","38","-86","37","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"566","2023-04-12 03:02:37","0","0","0","0","0","0","-101","37","-88","37","0","0","-95","37","-93","38","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"567","2023-04-12 03:02:43","0","0","0","0","0","0","-99","37","-92","37","-100","37","-97","38","-91","37","-79","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"568","2023-04-12 03:02:49","0","0","0","0","0","0","-95","37","-95","37","-100","38","-100","37","-95","37","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"569","2023-04-12 03:02:55","0","0","0","0","-101","38","-101","38","-90","37","0","0","-97","37","-95","37","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"570","2023-04-12 03:03:01","0","0","0","0","0","0","-98","37","-95","37","0","0","-103","37","-94","37","-85","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"571","2023-04-12 03:03:07","0","0","0","0","0","0","-95","37","-86","37","-101","38","-94","37","-88","38","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"572","2023-04-12 03:03:13","0","0","0","0","0","0","-91","38","-88","38","-100","38","-97","38","-97","38","-81","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"573","2023-04-12 03:03:19","0","0","0","0","0","0","-91","37","-85","38","-100","38","-95","38","-87","38","-90","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"574","2023-04-12 03:03:25","0","0","0","0","0","0","-96","37","-86","37","-98","38","0","0","-93","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"575","2023-04-12 03:03:31","0","0","0","0","-96","38","-94","38","-93","38","-99","38","-99","38","-93","38","-93","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"576","2023-04-12 03:03:41","0","0","0","0","0","0","-91","37","-85","37","0","0","-100","37","-84","37","-81","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"577","2023-04-12 03:03:43","0","0","0","0","-98","38","-94","37","-83","39","-101","38","-103","37","-91","38","-78","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"578","2023-04-12 03:03:51","0","0","0","0","0","0","-96","37","-84","39","-103","37","-95","37","-91","37","-82","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"579","2023-04-12 03:03:55","0","0","0","0","0","0","-95","37","-85","37","0","0","-97","37","-87","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"580","2023-04-12 03:04:01","0","0","0","0","0","0","-97","38","-89","37","0","0","-97","37","-93","37","-80","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","k4"
"581","2023-04-12 14:17:09","-96","37","-100","38","-80","37","-93","37","0","0","0","0","0","0","0","0","0","0","-84","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"582","2023-04-12 14:17:15","-95","37","-98","38","-81","38","-85","37","0","0","0","0","0","0","-96","37","0","0","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"583","2023-04-12 14:17:21","-94","37","-99","38","-82","38","-88","37","0","0","0","0","0","0","0","0","0","0","-77","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"584","2023-04-12 14:17:27","-93","38","-101","38","-82","39","-96","37","0","0","0","0","0","0","0","0","0","0","-82","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"585","2023-04-12 14:17:33","-94","38","-92","37","-77","38","-93","37","0","0","0","0","0","0","-98","38","0","0","-85","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"586","2023-04-12 14:17:39","-100","37","-93","38","-78","37","-95","37","0","0","0","0","0","0","-99","38","0","0","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"587","2023-04-12 14:17:45","-91","37","-97","38","-95","37","-99","37","0","0","0","0","0","0","0","0","0","0","-90","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"588","2023-04-12 14:17:51","-99","38","-95","38","-89","37","-95","37","0","0","0","0","0","0","-97","38","-103","38","-85","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"589","2023-04-12 14:17:57","-99","37","-94","38","-91","38","-82","37","0","0","0","0","0","0","-94","38","-96","38","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"590","2023-04-12 14:18:03","-96","37","-95","38","-79","39","-88","37","0","0","0","0","0","0","-96","37","0","0","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"591","2023-04-12 14:18:09","-101","37","-98","37","-81","37","-98","37","0","0","0","0","0","0","0","0","0","0","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"592","2023-04-12 14:18:15","-97","38","-102","37","-86","39","-96","37","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"593","2023-04-12 14:18:21","0","0","-95","38","-83","37","-89","37","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"594","2023-04-12 14:18:27","-93","37","-98","38","-93","37","-89","38","0","0","0","0","0","0","-104","38","-98","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"595","2023-04-12 14:18:33","-103","38","-100","37","-86","39","-82","39","0","0","0","0","0","0","-102","37","0","0","-87","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"596","2023-04-12 14:18:39","-98","37","-98","38","-81","39","-88","38","0","0","0","0","0","0","-95","37","0","0","-82","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"597","2023-04-12 14:18:45","-97","37","-95","38","-87","38","-98","37","0","0","0","0","0","0","0","0","0","0","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"598","2023-04-12 14:18:51","-98","37","-96","38","-84","37","-98","37","0","0","0","0","0","0","0","0","0","0","-83","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"599","2023-04-12 14:18:57","0","0","-98","38","-72","39","-91","37","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"600","2023-04-12 14:19:03","0","0","-100","38","-77","39","-88","38","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l1"
"601","2023-04-12 14:19:31","-99","38","-97","38","-78","37","-88","37","0","0","0","0","0","0","0","0","0","0","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"602","2023-04-12 14:19:37","-100","37","-94","37","-77","37","-97","37","0","0","0","0","0","0","0","0","0","0","-90","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"603","2023-04-12 14:19:43","0","0","-85","37","-80","37","-97","37","0","0","0","0","0","0","0","0","0","0","-87","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"604","2023-04-12 14:19:49","0","0","-98","38","-83","37","-100","37","0","0","0","0","0","0","0","0","0","0","-92","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"605","2023-04-12 14:19:55","0","0","-92","37","-85","37","-95","37","0","0","0","0","0","0","0","0","0","0","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"606","2023-04-12 14:20:01","0","0","-93","37","-87","38","-98","38","0","0","0","0","0","0","0","0","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"607","2023-04-12 14:20:07","0","0","-97","38","-80","38","-98","37","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"608","2023-04-12 14:20:13","0","0","-90","37","-93","37","-97","37","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"609","2023-04-12 14:20:19","0","0","-87","37","-86","37","-94","37","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"610","2023-04-12 14:20:25","0","0","-98","38","-85","38","-94","37","0","0","0","0","0","0","0","0","0","0","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
"611","2023-04-12 14:20:31","0","0","-103","38","-92","37","-94","37","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","l2"
